session_id,worker_id,order_id,model,prompt,sequence_id,question_id,question_type,question_category,question_text,choice_a,choice_b,choice_c,choice_d,answer,answer_text,lm_used,user_queries,user_query_types,lm_responses,user_answer,user_correct,elapsed_time,num_queries,num_events
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,2,Davinci,51,51,27,lm,College chemistry,Which of the following is always true of a spontaneous process?,The process is exothermic.,The process does not involve any work.,The entropy of the system increases.,The total entropy of the system plus surroundings increases.,d,The total entropy of the system plus surroundings increases.,1,['spontaneous process'],['keyword'],"['by which a symmetrical, homochiral, and chiral molecule assembles from a disordered mixture of enantiomers.”\n\nThe researchers’ experiments were designed to mimic the conditions of interstellar space. “We are looking for the simplest, most basic, and universal principles that could explain the formation of life,” said Dr. Sasselov.\n\nThe researchers found that the chiral amino acids essential for life formed with 100% efficiency at temperatures as low']",d,1,0.38,1,9
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,3,Davinci,51,51,11,lm,Global facts,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,a,minimum wage legislation,1,['redistribution-with-growth policy approach'],['keyword'],['.\n\nThe fiscal deficit of the Centre was reduced from 3.5 per cent of GDP in 2012-13 to 3 per cent in 2013-14. The fiscal deficit of the States was reduced from 3.3 per cent of GDP in 2012-13 to 2.7 per cent in 2013-14. The fiscal deficit of the Centre and the States combined was reduced from 5.6 per cent of GDP in 2012-13 to 4.9 per cent in 2013-14.'],a,1,0.7,1,10
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,4,Davinci,51,51,6,lm,Global facts,"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,b,30%,1,['percentage of the world’s land area that is forested'],['close;others'],"['.\n\nMost of the world’s forests are in the tropics, where the air is warm and moist and the soil is fertile.\n\nThe world’s forests are home to many different kinds of animals.\n\nMany of the world’s forests have been cut down, and many more are threatened.\n\nThe world’s forests are a resource that we must protect for future generations.\n\n\nWhat is the main idea of this passage?']",b,1,0.97,1,19
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,5,Davinci,51,51,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.06,0,2
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,6,Davinci,51,51,12,ctrl,US foreign policy,"Peace, commerce, and honest friendship with all nations, entangling alliances with none'. Identify the speaker.",James Madison,Abraham Lincoln,Woodrow Wilson,Thomas Jefferson,d,Thomas Jefferson,0,[],[],[],d,1,0.03,0,2
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,7,Davinci,51,51,3,ctrl,Miscellany,Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,c,SEC,0,[],[],[],c,1,0.04,0,2
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,8,Davinci,51,51,19,ctrl,Nutrition,The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?,Vitamin A and D,Vitamin A and K,Vitamin D and E,None of the above,d,None of the above,0,[],[],[],a,0,0.07,0,2
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,9,Davinci,51,51,29,ctrl,College chemistry,The fact that the infrared absorption frequency of deuterium chloride (DCl) is shifted from that of hydrogen chloride (HCl) is due to the differences in their,electron distribution,dipole moment,force constant,reduced mass,d,reduced mass,0,[],[],[],d,1,0.03,0,2
ed61ede85fd84ae994ed6830a0a6a8c2,377f7114aa9c7a75229167056d7b6e32,10,Davinci,51,51,23,ctrl,Nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,d,Meat and Dairy products,0,[],[],[],d,1,0.0,0,2
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,0,Jumbo,82,82,1,lm,Miscellany,What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,d,Huey Dewey Louie,1,"['Huey, Louie, and Dewey']",['keyword'],"['are three curious alligators who live near the Mississippi River. They like to explore, play, and learn new things. This book introduces young readers to the basics of the alphabet.\nHuey, Louie, and Dewey are three curious alligators who live near the Mississippi River. They like to explore, play, and learn new things. This book introduces young readers to the basics of the alphabet. The bright, colorful illustrations and simple text make this book perfect for young readers.\nThe ABCs of Alligators is a Level One I Can Read book, which means it’s perfect for children learning to sound out words and sentences.']",d,1,1.06,1,51
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,1,Jumbo,82,82,27,lm,College chemistry,Which of the following is always true of a spontaneous process?,The process is exothermic.,The process does not involve any work.,The entropy of the system increases.,The total entropy of the system plus surroundings increases.,d,The total entropy of the system plus surroundings increases.,1,['sponstaneous process'],['keyword'],"['; not requiring any outside stimulus.\nThe process by which a nerve impulse is transmitted along an axon.\nThe process by which a nerve impulse is transmitted along an axon. The transmission of an impulse is rapid, and involves electrical and chemical changes.\n/spont·i·ta·ne·ous/ (spont ́ah-nē ́nē) spontaneous; not requiring any outside stimulus.\nThe process by which a nerve impulse is transmitted along an axon.\nThe process by which a nerve impulse is transmitted along an axon, which involves electrical']",b,0,0.26,1,25
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,2,Jumbo,82,82,5,lm,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,1,['y2k'],['keyword'],['y2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2k\n\ny2'],a,0,0.36,2,15
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,3,Jumbo,82,82,26,lm,College chemistry,Which of the following is the most common naturally-occurring form in which silicon is found?,Metallic element,Sulfide,Fluoride,Oxide,d,Oxide,1,"['y2k\nmean', 'natural silicon', 'natural silicon what is it']","['meaning;keyword', 'keyword', 'keyword']","['y2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny2k\nmean\ny', '(Image credit: Wikimedia Commons)\n\nThe Earth\'s crust contains only a small amount of silicon, but it\'s a critical element for all known forms of life. If silicon is relatively rare on Earth, however, it\'s downright rare in space.\n\nScientists long thought that silicon was absent from interstellar space, but recent observations suggest otherwise. Now, researchers may have finally discovered the first alien solar system with a natural source of silicon.\n\n""We really had no idea if silicon was abundant or not in space,"" said study lead author and astrophysicist at Arizona State University Michael Werner. ""But now we know', 'Silicon (Si) is a chemical element with symbol Si and atomic number 14. A tetravalent metalloid, silicon is less reactive than its chemical analog carbon. It is a member of group 14 in the periodic table, along with carbon above it and germanium, tin, and lead below it.\n\nSilicon dioxide, also known as silica (from the Latin silex), is an oxide of silicon with the chemical formula SiO2. It is most commonly found in nature as quartz, as well as in various living organisms.\n\nSilicon (Si) is a chemical element with symbol']",d,1,0.98,2,38
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,4,Jumbo,82,82,17,lm,US foreign policy,What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,b,Required the United States and Russia to dismantle a significant number of their nuclear weapons,1,['moscow treaty'],['keyword'],"['(redirected from Moscow Treaty)\n\nmoscow treaty\n\nThe 1975 Agreement on the Prevention of Nuclear War, also known as the Moscow Treaty, which was signed by the United States, the Soviet Union, and 35 other countries. The treaty was ratified by the U.S. Senate in 1977. The treaty was the first legally binding international agreement to outlaw the use of nuclear weapons. The U.S. and the Soviet Union pledged not to attack each other with nuclear weapons, and pledged not to use nuclear weapons against non-nuclear states. The treaty also established procedures for verifying compliance with the treaty.\n\nAll content on this website, including dictionary, thesaurus,']",d,0,0.74,1,49
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,5,Jumbo,82,82,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.01,0,2
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,6,Jumbo,82,82,23,ctrl,Nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,d,Meat and Dairy products,0,[],[],[],d,1,0.1,0,2
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,7,Jumbo,82,82,7,ctrl,Global facts,Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,d,57%,0,[],[],[],a,0,0.02,0,2
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,8,Jumbo,82,82,11,ctrl,Global facts,Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,a,minimum wage legislation,0,[],[],[],d,0,0.04,0,3
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,9,Jumbo,82,82,20,ctrl,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,0,[],[],[],c,0,0.01,0,2
ed676f3d0c8248eaa439d60d98e2d695,7df399f5f676acc720af11f9501b8b07,10,Jumbo,82,82,16,ctrl,US foreign policy,What were the 'open-door notes'?,An American declaration that the US was always open to Chinese immigration,"An American proclamation that China should be divided up between the US, Japan and the European empires",An American proclamation that China should be open to US trade and missionaries,An American declaration of support for Chinese economic protectionism,c,An American proclamation that China should be open to US trade and missionaries,0,[],[],[],a,0,0.24,0,4
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,0,Jumbo,8,8,5,ctrl,Miscellany,In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,d,thousand,0,[],[],[],d,1,0.18,0,3
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,1,Jumbo,8,8,3,ctrl,Miscellany,Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,c,SEC,0,[],[],[],c,1,0.02,0,2
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,2,Jumbo,8,8,27,ctrl,College chemistry,Which of the following is always true of a spontaneous process?,The process is exothermic.,The process does not involve any work.,The entropy of the system increases.,The total entropy of the system plus surroundings increases.,d,The total entropy of the system plus surroundings increases.,0,[],[],[],c,0,0.02,0,2
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,3,Jumbo,8,8,20,ctrl,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,0,[],[],[],b,1,0.03,0,2
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,4,Jumbo,8,8,28,ctrl,College chemistry,A buffer is made from equal concentrations of a weak acid and its conjugate base. Doubling the volume of the buffer solution by adding water has what effect on its pH?,It has little effect.,It significantly increases the pH.,It significantly decreases the pH.,It changes the pH asymptotically to the pKa of the acid.,a,It has little effect.,0,[],[],[],a,1,0.02,0,2
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,5,Jumbo,8,8,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.01,0,2
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,6,Jumbo,8,8,13,lm,US foreign policy,What was the Clinton Administration's policy on the Russian economy?,The US inhibited the marketization of the Russian economy,The US promoted the marketization of the Russian economy,The US supported public ownership of natural resources,"None, the US was only concerned with security issues",b,The US promoted the marketization of the Russian economy,1,"[""the Clinton Administration's policy on the Russian economy included?"", ""what was the Clinton Administration's policy on the Russian economy?"", ""what was the Clinton Administration's policy on the Russian economy? marketization""]","['close;question', 'exact;question', 'close;question']","[""1. What term is used to describe a foreign policy that emphasizes economic engagement over military engagement?\n2. Which country was Russia's chief economic partner in the early 1990s?\n3. What were Russia's main exports in the early 1990s?\n4. What were Russia's main imports in the early 1990s?\n5. What was the major effect of Russia's economic reform program on Russian society?\n6. What was Russia's main source of revenue in the early 1990s?\n7. What were Russia's main industries in the early 1990s?\n8. What was"", ""Clinton's administration was generous to Russia.\n\n(a)\n\nThe Clinton administration supported the International Monetary Fund (IMF)\nloan to Russia.\n\n(b)\n\nThe Clinton administration\nsupported the World Bank loan to Russia.\n\n(c)\n\nThe Clinton administration supported both the IMF and the World Bank loans\nto Russia.\n\n(d)\n\nThe Clinton administration opposed both the IMF and the World Bank loans\nto Russia.\n\n(e)\n\nThe Clinton administration did not support"", ""? what were some of the tools used?\nThe Clinton Administration's policy towards Russia was aimed at promoting market reforms. The tools used were: (1) the Gore-Chernomyrdin Commission, (2) the Commercial Dialogue, (3) the 1999 Bilateral Investment Treaty, (4) the 2000 Joint Statement on Trade and Economic Cooperation, and (5) the 1997 Bilateral Science and Technology Agreement.\nThe Gore-Chernomyrdin Commission was comprised of 24 members,""]",b,1,1.7,3,58
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,7,Jumbo,8,8,8,lm,Global facts,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,b,26%,1,"['In 2017, what fraction of the population in India used the internet in the past three months?']",['close;question'],"['The data shows 30.4% of Indian population used the internet in the past three months.\n\nThe population that used the internet in the past three months in India was 1,343,570,000 as of 2017.\n\nThe percentage of population that used the internet in the past three months in India was 30.4% in 2017.\n\nThe internet users in India increased from 1,310,000,000 in 2016 to 1,343,570,000 in 2017 growing at an average annual rate of 9.26%.\n\nWhat is']",b,1,0.71,1,19
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,8,Jumbo,8,8,15,lm,US foreign policy,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,b,"Costs of free trade are concentrated, but benefits are dispersed",1,['why do countries try to protect their own firms from exposure to the world market?'],['close;question'],['(a) to ensure domestic competition (b) to protect domestic jobs (c) to protect domestic firms from foreign competition (d) to protect domestic firms from foreign competition (e) none of the above (f) all of the above (g) none of the above.\n(a)to ensure domestic competition (b)to protect domestic jobs (c)to protect domestic firms from foreign competition (d)to protect domestic firms from foreign competition (e)none of the above (f'],b,1,0.88,1,8
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,9,Jumbo,8,8,9,lm,Global facts,"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,d,10%,1,"['In 2017, what was the share of GDP spent on the military by Saudi Arabia?']",['close;question'],"[""Saudi Arabia's military expenditure in 2017 was 2.62% of its GDP.\nWhat is the largest country in South America by area?\nBrazil, the largest country in South America by area, covers 8.5 million square kilometers.\nWhat is the largest country in Africa by area?\nAlgeria, the largest country in Africa by area, covers 2.4 million square kilometers.\nWhat is the largest country in Asia by area?\nRussia is the largest country in Asia by area, covering 17.1 million square kilometers.\nWhat is the largest country in Europe by area?""]",b,0,0.49,1,28
ef24b7284cf14376b331db74c45dbd1b,d652634d1ab237345eb210ec91c72d7e,10,Jumbo,8,8,22,lm,Nutrition,What is the basic functional unit of skeletal muscle tissue?,the muscle fibre,the sarcomere,the myofibril,the sarcoplasmic reticulum,b,the sarcomere,1,"['What is the basic functional unit of skeletal muscle tissue?', 'skeletal muscle tissue does what?', 'what is the muscle fibre', 'basic functional unit of skeletal muscle tissue']","['exact;question', 'question', 'question', 'close;others']","['What is the basic functional unit of smooth muscle tissue?\nWhat is the basic functional unit of cardiac muscle tissue?\nWhat is the basic functional unit of nerve tissue?\nWhat is the basic functional unit of connective tissue?\nWhat is the basic functional unit of bone?\nWhich layer of the epidermis contains melanocytes?\nWhich layer of the epidermis contains keratin?\nWhich layer of the epidermis contains Langerhans cells?\nWhich layer of the epidermis contains Merkel cells?\nWhich layer of the epidermis contains endothelial cells?\nWhich layer of the epidermis contains desmosomes?\nWhich layer of the epidermis contains', 'what is the function of connective tissue?\nwhat is the function or purpose of smooth muscle tissue?\nwhat is the function or purpose of epithelial tissue?\nwhat are the 3 types of epithelial tissue?\nwhat are the 3 types of connective tissue?\nwhat are the 3 types of muscular tissue?\nwhat are the 3 types of nervous tissue?\nwhat are the 3 types of epithelial tissue?\nwhat are the 3 types of connective tissue?\nwhat are the 3 types of muscular tissue?\nwhat are the 3 types of nervous tissue?\nwhat are the 3 types of epithelial tissue?\nwhat are the 3 types of connective tissue?\nwhat are the', 'type distribution in .\nThe muscle fibre types of the human body. .\nMuscle fiber types: The importance of .\nThe muscle fiber types of the human body. . .\nThe muscle fibre types of the human body. . . .\nThe muscle fibre types of the human body. . . . .\nMuscle fibre types: The importance of . . .\nThe muscle fiber types of the human body. . . . . .\nMuscle fiber types: The importance of', ', consisting of bundles of long, cylindrical myofibrils.\n/my·o·fibril/ (mi′′o-fa ́bril) basic functional unit of skeletal muscle tissue, consisting of bundles of long, cylindrical myofibrils.\na basic functional unit of the muscle fiber, consisting of parallel arrays of 10-nm-thick filaments each containing several myosin molecules.\nThe basic functional unit of skeletal muscle tissue, consisting of bundles of long, cylindrical myofibrils.\nSynonym(s): sarcomere [TA] , I band']",c,0,1.83,4,140
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,0,InstructDavinci,90,90,15,lm,US foreign policy,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",Irrationality on the part of the leadership,"Costs of free trade are concentrated, but benefits are dispersed",Regime type,International conflict prevents trade,b,"Costs of free trade are concentrated, but benefits are dispersed",1,"['why do countries protect their own companies in international trade', 'costs of free trade are concentrated', 'some of the reasons for trade protectionism are']","['question', 'others', 'completion']","['There are a few reasons countries might protect their own companies in international trade. One reason is that the country might want to ensure that its companies have a fair chance to compete in the global marketplace. Additionally, the country might want to ensure that its companies are able to generate revenue and jobs within the country. Finally, the country might believe that its companies are more likely to behave ethically than foreign companies.', 'The costs of free trade are concentrated on certain groups, such as workers in industries that are exposed to foreign competition.', ""1. To protect a country's infant industries from foreign competition so that they can grow and become more competitive.\n\n2. To protect a country's strategic industries from being bought out or taken over by foreign companies.\n\n3. To protect a country's workers from being laid off or replaced by cheaper foreign workers.\n\n4. To protect a country's farmers from being undercut by cheaper foreign produce.""]",b,1,3.11,3,225
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,1,InstructDavinci,90,90,27,lm,College chemistry,Which of the following is always true of a spontaneous process?,The process is exothermic.,The process does not involve any work.,The entropy of the system increases.,The total entropy of the system plus surroundings increases.,d,The total entropy of the system plus surroundings increases.,1,"['characteristics of a spontaneous process are', 'characteristics of a spontaneous thermodynamic process are', 'entropy of the spontaneous thermodynamic process is always', 'spontaneous thermodynamic process']","['completion', 'completion', 'others', 'keyword']","['1. Spontaneous processes are not directed by any intelligent being.\n\n2. Spontaneous processes are not controlled by any outside force.\n\n3. Spontaneous processes are not caused by any preceding event.', '1. The process is not externally controlled.\n\n2. The process is not reversible.\n\n3. The process is irreversible.\n\n4. The process is spontaneous.', 'negative.', 'A spontaneous thermodynamic process is a process that takes place without any outside intervention or input. These processes can be described by the second law of thermodynamics, which states that the entropy of an isolated system always increases over time.']",c,0,1.83,4,109
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,2,InstructDavinci,90,90,6,lm,Global facts,"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,b,30%,1,"['forested land area of the world in 2015 was', 'percentage of the forested land area of the world in 2015']","['completion', 'others']","['1,639,735,000 hectares', '27%']",b,1,1.04,2,97
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,3,InstructDavinci,90,90,21,lm,Nutrition,Additional dietary protein may:,Increase risk of hip fracture,Decrease calcium excretion in the urine,Stimulate production of insulin-like growth hormone,Reduce muscle mass and strength,c,Stimulate production of insulin-like growth hormone,1,"['risks of additional dietary proteingare', 'risks of additional dietary protein are', 'additional dietary protein may cause', 'additional dietary protein may cause health issues such as', 'additional dietary protein can lead to', 'additional dietary protein can lead to hormone']","['close;keyword', 'close;completion', 'close;completion', 'others', 'close;completion', 'close;others']","['There is no evidence that consuming more dietary protein poses any health risks.', 'There is no evidence that consuming more protein than the recommended dietary allowance (RDA) poses health risks for healthy adults. However, consuming too much protein can overload the liver and kidneys, leading to health problems such as liver disease, gout, and kidney stones.', 'gastrointestinal problems and dehydration.\n\nThis is especially true for people who are\n\nalready struggling with gastrointestinal issues\n\nor are dehydrated.', 'kidney problems, bone loss, and cancer.\n\nThere is no scientific evidence to support the claim that additional dietary protein causes health issues such as kidney problems, bone loss, and cancer. In fact, protein is an important nutrient that is necessary for many bodily functions. While consuming too much protein may have negative consequences, such as weight gain and kidney problems, consuming the recommended amount of protein is not likely to cause any health problems.', 'higher rates of muscle growth and strength\n\ndevelopment.', 'imbalances\n\nWhile there is no evidence that consuming additional dietary protein can lead to hormone imbalances, there is some evidence that consuming too much protein can. A high protein diet can lead to an increase in the levels of certain hormones, such as testosterone and growth hormone, which can lead to adverse health effects.']",c,1,2.35,6,116
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,4,InstructDavinci,90,90,17,lm,US foreign policy,What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,b,Required the United States and Russia to dismantle a significant number of their nuclear weapons,1,['moscow treaty on strategic offensive reductions states'],['close;others'],"['The Moscow Treaty on Strategic Offensive Reductions (SORT) was a treaty between the United States of America and the Russian Federation on the Reduction and Limitation of Strategic Offensive Arms. Signed on May 24, 2002, it was the first treaty to reduce nuclear weapons since the START I treaty in 1991. The treaty required both countries to reduce their strategic nuclear arsenals to 1,700–2,200 warheads by 2012.']",b,1,0.96,1,71
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,5,InstructDavinci,90,90,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.03,0,2
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,6,InstructDavinci,90,90,18,ctrl,Nutrition,What is the primary lipoprotein secreted from the liver that is at least partially composed of dietary derived lipids?,Chylomicrons,HDL,VLDL,LDL,c,VLDL,0,[],[],[],b,0,0.02,0,2
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,7,InstructDavinci,90,90,7,ctrl,Global facts,Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,d,57%,0,[],[],[],a,0,0.02,0,2
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,8,InstructDavinci,90,90,4,ctrl,Miscellany,In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,d,North Pole,0,[],[],[],d,1,0.03,0,2
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,9,InstructDavinci,90,90,3,ctrl,Miscellany,Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,c,SEC,0,[],[],[],c,1,0.02,0,2
eff5f8e872d3477bb3255db9dbf190c8,7d5db56fea7ec3a3d8788b2fbd0e7c15,10,InstructDavinci,90,90,25,ctrl,College chemistry,"All proteins absorb electromagnetic radiation of wavelength around 190 nm, which corresponds to a π → π* excitation in the protein molecule. In which region of the spectrum is this wavelength found?",X-ray,Ultraviolet,Visible,Infrared,b,Ultraviolet,0,[],[],[],b,1,0.0,0,2
f00d5b6386744984afc2af6a4867f7a7,94db8331c6ecc04aabcd50d0114c74f6,0,Davinci,20,20,24,ctrl,College chemistry,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,Neutrons,Alpha particles,Beta particles,X-rays,a,Neutrons,0,[],[],[],b,0,0.45,0,3
f00d5b6386744984afc2af6a4867f7a7,94db8331c6ecc04aabcd50d0114c74f6,1,Davinci,20,20,6,ctrl,Global facts,"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,b,30%,0,[],[],[],b,1,0.04,0,2
f00d5b6386744984afc2af6a4867f7a7,94db8331c6ecc04aabcd50d0114c74f6,2,Davinci,20,20,18,ctrl,Nutrition,What is the primary lipoprotein secreted from the liver that is at least partially composed of dietary derived lipids?,Chylomicrons,HDL,VLDL,LDL,c,VLDL,0,[],[],[],c,1,0.01,0,2
f00d5b6386744984afc2af6a4867f7a7,94db8331c6ecc04aabcd50d0114c74f6,3,Davinci,20,20,8,ctrl,Global facts,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,b,26%,0,[],[],[],b,1,0.02,0,2
f00d5b6386744984afc2af6a4867f7a7,94db8331c6ecc04aabcd50d0114c74f6,4,Davinci,20,20,21,ctrl,Nutrition,Additional dietary protein may:,Increase risk of hip fracture,Decrease calcium excretion in the urine,Stimulate production of insulin-like growth hormone,Reduce muscle mass and strength,c,Stimulate production of insulin-like growth hormone,0,[],[],[],c,1,0.02,0,2
f00d5b6386744984afc2af6a4867f7a7,94db8331c6ecc04aabcd50d0114c74f6,5,Davinci,20,20,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.07,0,2
f00d5b6386744984afc2af6a4867f7a7,94db8331c6ecc04aabcd50d0114c74f6,6,Davinci,20,20,17,lm,US foreign policy,What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,b,Required the United States and Russia to dismantle a significant number of their nuclear weapons,1,['What did the Moscow Treaty on Strategic Offensive Reductions do?'],['exact;question'],"['The Moscow Treaty on Strategic Offensive Reductions, known as the Moscow Treaty, was signed on 24 May 2002 by President Bush and President Putin. It was the first treaty to cut nuclear weapons. It reduced the number of nuclear warheads that the United States and Russia could deploy on their strategic nuclear weapons from 6,000 to between 1,700 and 2,200.\n\nWhat are the New START Treaty and the 2010 Treaty?\n\nThe New START Treaty is a follow-on to the']",b,1,0.79,1,7
