name,session_id,worker_id,order_id,model,prompt,elapsed_time,document,original_summary,original_normalized_summary,original_length,original_consistency,original_coherency,original_relevance,edited_summary,edited_normalized_summary,edited_length,edited_consistency,edited_coherency,edited_relevance,distance,original_consistency_third_party,original_relevance_third_party,original_coherency_third_party,edited_consistency_third_party,edited_relevance_third_party,edited_coherency_third_party
summary-04,7d706733bdf94fc483b8327eef3b42ed,07f320faed67b2aece0fb3bde1f87998,4,InstructBabbage,4,1.11,"Kent Police were called to the Port of Ramsgate at 05:00 BST due to concern for the welfare of a person in the sea. An air and sea search was carried out by the coastguard and the body was recovered shortly after 07:45 BST. The girl's next-of-kin have been informed. Det Ch Insp Nick Gossett said the 21-year-old arrested man, from Ramsgate, remains in custody.",A girl has been found dead in the sea at Ramsgate.,a girl has been found dead in the sea at ramsgate,11,False,False,False,Police were informed that a girl has been found dead in the sea at Ramsgate. A 21 year old male has been arrested and remains in custody.,police were informed that a girl has been found dead in the sea at ramsgate a 21 year old male has been arrested and remains in custody,27,True,True,True,17,,,,,,
summary-05,7d706733bdf94fc483b8327eef3b42ed,07f320faed67b2aece0fb3bde1f87998,5,InstructBabbage,4,1.44,"The Brecon Beacons is home to the Ghurkha Wing (Mandalay) company at Brecon's Infantry Battle School. The park said it was unable to take any more donations as the convoy trucks were now full. Ghurkhas have been barracked in the town since 1974. A park spokeswoman said: ""We have been overwhelmed by the generosity from the people of Britain - so much so that I'm afraid we cannot accept any more items to go in this convoy. ""There will be some HGVs leaving Brecon for Aldershot to deliver all the supplies generously donated. Thank you again for all your superb efforts.""",The Brecon Beacons is home to the Ghurkha Wing (Mandalay) company at Brecon's Infantry Battle School.,the brecon beacons is home to the ghurkha wing mandalay company at brecons infantry battle school,16,False,False,False,"The Brecon Beacons is home to the Ghurkha Wing (Mandalay) company at Brecon's Infantry Battle School. Donations mainly from Britain, to company have been pouring in so much so that they have had to start turning down donations due to space on the convoy being limited.",the brecon beacons is home to the ghurkha wing mandalay company at brecons infantry battle school donations mainly from britain to company have been pouring in so much so that they have had to start turning down donations due to space on the convoy being limited,46,True,True,True,30,1.0,3.0,5.0,1.0,5.0,5.0
summary-06,7d706733bdf94fc483b8327eef3b42ed,07f320faed67b2aece0fb3bde1f87998,6,InstructBabbage,4,0.97,Work to bring down the former Oceana building on Kingsway started in October 2015 and was due to take six months. But the shell of the building is still standing as there was more asbestos than first thought. The council bought the site as part of plans to transform Kingsway into a business district. The authority is moving from its seafront location as part of a wider regeneration of the city centre which is due to start in 2017.,Work to bring down the former Oceana building on Kingsway started in October 2015 and was due to take six months.,work to bring down the former oceana building on kingsway started in october 2015 and was due to take six months,21,True,False,False,Work to bring down the former Oceana building on Kingsway started in October 2015 and was due to take six months but has taken longer due to larger amounts of asbestos than expected. The council plans to transform the building into a business district.,work to bring down the former oceana building on kingsway started in october 2015 and was due to take six months but has taken longer due to larger amounts of asbestos than expected the council plans to transform the building into a business district,44,True,True,True,24,1.0,4.33,5.0,0.33,4.67,5.0
summary-07,7d706733bdf94fc483b8327eef3b42ed,07f320faed67b2aece0fb3bde1f87998,7,InstructBabbage,4,0.83,"Police were called to a property on Broughton Lane in Salford, Greater Manchester, at 00:55 BST on Friday following a report of an assault. A 26-year-old man was taken into custody for questioning and has been bailed pending further enquiries, Greater Manchester Police said. A spokesperson for Everton said the club ""condemns unreservedly any form of abuse."" ""In this case, we understand an investigation is under way to establish the facts,"" they added.","Police were called to a property on Broughton Lane in Salford, Greater Manchester, at 00:55 BST on Friday following a report of an assault.",police were called to a property on broughton lane in salford greater manchester at 0055 bst on friday following a report of an assault,24,True,True,True,"Police were called to a property on Broughton Lane in Salford, Greater Manchester, at 00:55 BST on Friday following a report of an assault.  A 26-year-old man is in custody for questioning and has posted bail.",police were called to a property on broughton lane in salford greater manchester at 0055 bst on friday following a report of an assault  a 26yearold man is in custody for questioning and has posted bail,36,True,True,True,12,1.0,4.67,5.0,1.0,5.0,5.0
summary-08,7d706733bdf94fc483b8327eef3b42ed,07f320faed67b2aece0fb3bde1f87998,8,InstructBabbage,4,1.53,"He's now in charge of the second largest party in parliament, after he won almost 60% of the vote. Mr Corbyn, who began the contest as an outsider, saw off a challenge from Andy Burnham, Yvette Cooper and Liz Kendall. Tom Watson has been elected as the new deputy leader of the Labour Party. The news was announced at a conference in central London.","He's now in charge of the second largest party in parliament, after he won almost 60% of the vote.",hes now in charge of the second largest party in parliament after he won almost 60 of the vote,19,True,True,True,"Tom Watson is now in charge of the second largest party in parliament, being the Labour Party, after he won almost 60% of the vote.",tom watson is now in charge of the second largest party in parliament being the labour party after he won almost 60 of the vote,25,True,True,True,7,,,,,,
summary-09,7d706733bdf94fc483b8327eef3b42ed,07f320faed67b2aece0fb3bde1f87998,9,InstructBabbage,4,2.71,"The pairing of Judd Trump and Barry Hawkins led 3-0, before Mark Allen and Joe Swail levelled, but Trump's 93 in the decider put them through 4-3. The English duo come up against holders China B, with teenagers Yan Bingtao and Zhou Yeulong, as they defeated Belgium. Ding Junhui and Liang Wenbo of China A eased past Wales and face Thailand, who defeated Iran.","The pairing of Judd Trump and Barry Hawkins led 3-0, before Mark Allen and Joe Swail levelled, but Trump's 93 in the decider put them through 4-3.",the pairing of judd trump and barry hawkins led 30 before mark allen and joe swail levelled but trumps 93 in the decider put them through 43,27,True,False,True,"The pairing of Judd Trump and Barry Hawkins led 3-0, but Trump's 93 in the decider put them through 4-3. They are now against China B as they beat Belgium. China A easily beat Wales and now face Thailand who beat Iran.",the pairing of judd trump and barry hawkins led 30 but trumps 93 in the decider put them through 43 they are now against china b as they beat belgium china a easily beat wales and now face thailand who beat iran,42,True,True,True,29,1.0,4.33,4.0,1.0,5.0,4.33
summary-00,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,0,Davinci,8,1.68,"The 21-year-old joined the Rams in July 2014, when his contract at Newcastle United expired. His only first-team appearance for the Rams so far came in January's FA Cup third-round win at Hartlepool. ""We think Jonathan is one of the best young goalkeepers around,"" said Luton boss Nathan Jones. Mitchell is eligible to make his Luton debut against Leyton Orient on Saturday. Find all the latest football transfers on our dedicated page.",Luton Town have signed goalkeeper Jonathan Mitchell from Derby County on a three-and-a-half-year deal.,luton town have signed goalkeeper jonathan mitchell from derby county on a threeandahalfyear deal,14,False,False,False,Luton signed Jonathan from the Rams in July 2014 and one of the best young goalkeepers may make his debut against Leyton Orient on Saturday.,luton signed jonathan from the rams in july 2014 and one of the best young goalkeepers may make his debut against leyton orient on saturday,25,True,True,True,24,,,,,,
summary-01,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,1,Davinci,8,1.13,"They approved in principle the Â£40m complex south of the town around the former Jedforest Hotel. About 50 jobs could be created by the two-phase development being proposed by Mossburn Distillers. The project needs clearance from the Scottish government due to potential flooding issues raised by the Scottish Environment Protection Agency. The first phase of the development between 2017 and 2018 would see a small distillery built to educate visitors in the ""craft of making spirit"". A larger-scale distillery, capable of producing millions of bottles per year, would be completed by 2021.",A £40m complex south of the town around the former Jedforest Hotel.,a £40m complex south of the town around the former jedforest hotel,12,True,False,False,A £40m complex south of the town around the former Jedforest Hotel will include a small distillery in 2017-2018 and a large scale distillery by 2021.,a £40m complex south of the town around the former jedforest hotel will include a small distillery in 20172018 and a large scale distillery by 2021,26,True,True,True,15,1.0,4.33,3.0,1.0,5.0,5.0
summary-02,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,2,Davinci,8,0.44,"Officers were called to the rave in Avonside Industrial Estate, off Feeder Road, in the early hours. A spokesman said a ""large number"" of people were partying and three officers were injured. Eight people were arrested for offences including assaulting police, public order, criminal damage and driving under the influence of alcohol. Support units, dogs and roads policing officers were drafted in to close down the event. Det Insp Dom Graham of Avon and Somerset Police said: ""Some of our officers were targeted with makeshift missiles during the course of their duties, which is completely unacceptable.""","Three officers were injured and eight people were arrested for offences including assaulting police, public order, criminal damage, and driving under the influence of alcohol.",three officers were injured and eight people were arrested for offences including assaulting police public order criminal damage and driving under the influence of alcohol,25,True,True,True,"Three officers were injured and eight people were arrested for offences including assaulting police, public order, criminal damage, and driving under the influence of alcohol at a rave in Avonside Industrial Estate.",three officers were injured and eight people were arrested for offences including assaulting police public order criminal damage and driving under the influence of alcohol at a rave in avonside industrial estate,32,True,True,True,8,1.0,4.67,5.0,1.0,5.0,5.0
summary-03,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,3,Davinci,8,0.97,"A car was in collision with a van at the junction of Fryers Road and Leamore Lane, in Bloxwich, at about 23:00 BST on Sunday. A 21-year-old man, who was travelling in the car, died at the scene. A 20-year-old passenger is in a critical condition in hospital. Police said the 28-year-old driver of the car was arrested. See more stories from across Birmingham and the Black Country here Police said no-one in the van was injured.","A 21-year-old man, who was travelling in the car, died at the scene and a 20-year-old passenger is in a critical condition in hospital after a car collided with a van at the junction of Fryers Road and Leamore Lane, in Bloxwich, at about 23:00",a 21yearold man who was travelling in the car died at the scene and a 20yearold passenger is in a critical condition in hospital after a car collided with a van at the junction of fryers road and leamore lane in bloxwich at about 2300,45,True,True,False,"A 28 - year- old driver was arrested after a 21-year-old man, who was travelling in the car, died at the scene and a 20-year-old passenger is in a critical condition in hospital after the car collided with a van at the junction of Fryers Road and Leamore Lane, in Bloxwich, at about 23:00",a 28  year old driver was arrested after a 21yearold man who was travelling in the car died at the scene and a 20yearold passenger is in a critical condition in hospital after the car collided with a van at the junction of fryers road and leamore lane in bloxwich at about 2300,53,True,True,True,10,,,,,,
summary-04,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,4,Davinci,8,2.92,Ms Brown and a 29-year-old man were recovered from the water after police heard shouts near Wandsworth Bridge at 23:45 GMT on Tuesday. The pair were taken to hospital where Ms Brown died. A boat was later recovered from the water at the scene. Ms Brown lived in East Finchley but was originally from Welling in Bexley. A post-mortem examination at St George's Hospital on Friday failed to establish a cause of death and the coroner ordered further tests. An inquest will open on Tuesday.,A post-mortem examination failed to establish a cause of death and the coroner ordered further tests after a woman died in the River Thames.,a postmortem examination failed to establish a cause of death and the coroner ordered further tests after a woman died in the river thames,24,True,False,True,"Police rescued Mrs Brown and a 29-year-old man from the water, but Ms Brown passed away at the hospital and the examination did not establish a cause of death.",police rescued mrs brown and a 29yearold man from the water but ms brown passed away at the hospital and the examination did not establish a cause of death,29,True,True,True,28,,,,,,
summary-05,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,5,Davinci,8,2.48,"The 19-year-old, who was born in Canada, made his Blues debut on the final day of last season against Premier League champions Leicester. Tomori has signed in time to be involved in the Seagulls' Championship game at home to Cardiff on Tuesday. ""He'll give us good defensive cover for the first-team for the second half of the season,"" said boss Chris Hughton. Brighton are second in the table but will go above leaders Newcastle if they win their game in hand against the Bluebirds. Find all the latest football transfers on our dedicated page or visit our Premier League tracker here. This site is optimised for modern web browsers, and does not fully support your browser",Tomori has signed in time to be involved in the Seagulls' Championship game at home to Cardiff on Tuesday.,tomori has signed in time to be involved in the seagulls championship game at home to cardiff on tuesday,19,True,False,False,"If Brighton wins their game against the Bluebirds, they will be in first place in the table and they signed Tomori in time to play in the Seagulls' Championship game.",if brighton wins their game against the bluebirds they will be in first place in the table and they signed tomori in time to play in the seagulls championship game,30,True,True,True,26,,,,,,
summary-06,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,6,Davinci,8,1.64,"The first round of funding for Poole Park follows a fundraising campaign by the Friends of Poole Park. The cash will be spent over the next two years while a detailed research and monitoring project on the boating lake is carried out. Borough councillor Xena Dion said it was a ""huge step"" in the revamp plans. The development phase of the project is expected to be completed in late 2016, with the second phase of the bid submitted shortly after. The park was opened in 1890 by Edward Prince of Wales.",The cash will be spent over the next two years while a detailed research and monitoring project on the boating lake is carried out.,the cash will be spent over the next two years while a detailed research and monitoring project on the boating lake is carried out,24,True,False,False,"A ""huge step"" in the revamp plans for Poole Park is happening as the first round of funding is taking place after a successful fundraising campaign from the Friends of Poole Park.",a huge step in the revamp plans for poole park is happening as the first round of funding is taking place after a successful fundraising campaign from the friends of poole park,32,True,True,True,31,1.0,4.0,4.33,1.0,4.67,3.67
summary-07,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,7,Davinci,8,0.46,"His club Roma said the 24-year-old had tests on Thursday which revealed ""a lesion of the ligament"", adding the prognosis was a 21-day rest period. Salah, who has nine goals in 16 games for the Italian side this season, was injured in training on Wednesday. Egypt begin their Nations Cup campaign on 17 January against Mali. The Pharaohs are in Group D, which is completed by Ghana and Uganda. Hosts Gabon kick off the tournament on 14 January with a Group A match against Guinea-Bissau. The final will take place on 5 February.","Salah, who has nine goals in 16 games for the Italian side this season, was injured in training on Wednesday and the prognosis was a 21-day rest period.",salah who has nine goals in 16 games for the italian side this season was injured in training on wednesday and the prognosis was a 21day rest period,28,True,True,True,"Salah, who has nine goals in 16 games for Roma this season, was injured in training on Wednesday and the prognosis was a 21-day rest period.",salah who has nine goals in 16 games for roma this season was injured in training on wednesday and the prognosis was a 21day rest period,26,True,True,True,3,,,,,,
summary-08,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,8,Davinci,8,1.55,"Cambridgeshire Police said one casualty was taken to hospital by air ambulance, while two others made their own way for treatment. It happened in Wentworth Street at around 15:00 GMT on Tuesday. Four people have been arrested. Police say the victims have serious but not life-threatening injuries. The area around the incident in the centre of Peterborough remains cordoned off. It's understood one victim has chest, leg and back injuries. The others have stomach and arm injuries. Police are appealing for witnesses.",Four people were arrested after a crash in Wentworth Street and the victims have serious but not life-threatening injuries.,four people were arrested after a crash in wentworth street and the victims have serious but not lifethreatening injuries,19,False,True,False,Four people were arrested in Wentworth Street and the victims have serious but not life-threatening injuries as one victim was taken to hospital by air.,four people were arrested in wentworth street and the victims have serious but not lifethreatening injuries as one victim was taken to hospital by air,25,True,True,True,13,0.67,3.67,3.67,1.0,4.67,5.0
summary-09,07dd47ae8e8f4f0c95259b238c6b2c88,89a78d3c80359f21033b807b61a9abcf,9,Davinci,8,2.23,"Residents reported hearing gunshots and a large part of the street in Greenvale was blocked off during the operation. Officers with assault rifles and in bomb disposal suits were seen entering one house and searching it. Australia has been on heightened alert for terrorist activity and has conducted several anti-terror raids in recent months. Authorities arrested five men last month, also in Melbourne, for allegedly planning an attack on an Anzac Day ceremony. Last September saw the country's biggest counter-terrorism operation, with more than 800 officers raiding homes in Sydney, and detaining 15 people.",A large part of the street in Greenvale was blocked off during the operation and officers with assault rifles and in bomb disposal suits were seen entering one house and searching it.,a large part of the street in greenvale was blocked off during the operation and officers with assault rifles and in bomb disposal suits were seen entering one house and searching it,32,True,False,False,Australia has been on a high terror alert lately and police with assault rifles and bomb dispersal suits entered a house after reported gunshots in Greenvale.,australia has been on a high terror alert lately and police with assault rifles and bomb dispersal suits entered a house after reported gunshots in greenvale,26,True,True,True,25,1.0,4.0,4.67,1.0,5.0,4.33
summary-00,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,0,InstructBabbage,2,0.01,"Mr Keiller will take over from Crawford Gillies at the economic development agency in January. It was announced last month that Mr Keiller was to retire as Wood Group chief executive officer. Scottish Enterprise chief executive Dr Lena Wilson said he had a ""wealth of leadership and business experience"". Dr Wilson added: ""I would like to take this opportunity to thank Crawford Gillies for his commitment and leadership over what has been nearly seven years.""",Mr Keiller will take over from Crawford Gillies at the economic development agency in January.,mr keiller will take over from crawford gillies at the economic development agency in january,15,True,True,True,Mr Keiller will take over from Crawford Gillies at the economic development agency in January.,mr keiller will take over from crawford gillies at the economic development agency in january,15,True,True,True,0,,,,,,
summary-01,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,1,InstructBabbage,2,0.3,"He said TV footage and photos of this event had made the crowds look smaller than they were. Speaking on Saturday, President Trump said ""it looked like"" some 1.5m people had been at his inauguration the day before. Pictures taken of both Donald Trump's inauguration and Barack Obama's in 2009, seem to show the crowd was much smaller for Mr Trump's event. After President Trump saw reports about the low numbers of people who attended his inauguration he claimed that news reporters are ""among the most dishonest human beings on earth"". There are no official figures for the number of people who went to the events, but it's thought that 1.8m people attended President Obama's inauguration in 2009.","President Trump said ""it looked like"" some 1.5m people had been at his inauguration the day before.",president trump said it looked like some 15m people had been at his inauguration the day before,17,True,True,False,"President Trump said ""it looked like"" some 1.5m people had been at his inauguration the day before. There are no official figures for the number of people who went to the event.",president trump said it looked like some 15m people had been at his inauguration the day before there are no official figures for the number of people who went to the event,32,True,True,True,15,1.0,4.0,4.67,1.0,5.0,5.0
summary-02,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,2,InstructBabbage,2,0.19,"The man was discovered at about 07:00 at the Morrisons store on Forfar Road, Dundee. He is thought to be in his late 30s or early 40s. He is white, stocky and with short dark hair. Police said he was wearing a blue Adidas jacket with a white zip and three white stripes on the shoulders and sleeves. The man was also wearing dark blue jeans with a fabric belt and black leather boots. He has the letters DFC tattooed on his right ankle, a leaf on his right upper arm and a tattoo of a ship on his left forearm. Anyone with information is urged to contact police.","The man was discovered at about 07:00 at the Morrisons store on Forfar Road, Dundee.",the man was discovered at about 0700 at the morrisons store on forfar road dundee,15,True,True,False,"The man was discovered at about 07:00 at the Morrisons store on Forfar Road, Dundee. He has the letters DFC tattooed on his right ankle, a leaf on his right upper arm and a tattoo of a ship on his left forearm. Anyone with information is urged to contact police.",the man was discovered at about 0700 at the morrisons store on forfar road dundee he has the letters dfc tattooed on his right ankle a leaf on his right upper arm and a tattoo of a ship on his left forearm anyone with information is urged to contact police,50,True,True,True,35,,,,,,
summary-03,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,3,InstructBabbage,2,0.19,"""Bup stop"" was painted in large yellow lettering after a worn road surface was repaired. The mistake was made as part of work expected to last up to four weeks in the Old Market area of the city centre. The howler prompted mocking tweets, with Mark Gullick saying: ""Thanks. I've been waiting at a bus stop. That will be why my bup hasn't turned up. Gah!"" A Bristol City Council spokesman said: ""It is not often we see our roadworks hitting the headlines worldwide, but we understand why this rare mistake has captured people's imaginations. ""While it became something of a temporary tourist attraction, the contractor has now corrected the error at no cost to the local taxpayer.""","""Bup stop"" was painted in large yellow lettering after a worn road surface was repaired.",bup stop was painted in large yellow lettering after a worn road surface was repaired,15,True,True,False,"""Bup stop"" was painted in large yellow lettering after a worn road surface was repaired as part of work in the Old Market area of the city centre.",bup stop was painted in large yellow lettering after a worn road surface was repaired as part of work in the old market area of the city centre,28,True,True,True,14,,,,,,
summary-04,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,4,InstructBabbage,2,0.05,"He has been named by police as 47-year-old Ian James Whyte from Peebles. The incident took place on the B6362 Lauder to Stow Road at about 19:30 on Friday, after the black Vauxhall Vivaro van came off the road. Emergency crews were called, but the driver was pronounced dead the scene. Police have appealed for information into the circumstances of the crash. Police Sergeant Ross Drummond said: ""Sadly the driver died at the scene and road policing officers are now carrying out enquiries to establish the circumstances. ""We are appealing for any witnesses to this collision,  to contact Police Scotland on 101.""",Ian James Whyte from Peebles has been named by police as the driver of the black Vauxhall Vivaro van that came off the road on the B6362 Lauder to Stow Road in Dundee.,ian james whyte from peebles has been named by police as the driver of the black vauxhall vivaro van that came off the road on the b6362 lauder to stow road in dundee,33,True,True,True,Ian James Whyte from Peebles has been named by police as the driver of the black Vauxhall Vivaro van that came off the road on the B6362 Lauder to Stow Road in Dundee.,ian james whyte from peebles has been named by police as the driver of the black vauxhall vivaro van that came off the road on the b6362 lauder to stow road in dundee,33,True,True,True,0,0.33,4.33,5.0,0.33,4.33,5.0
summary-05,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,5,InstructBabbage,2,0.01,"The award is chosen by a race management team, which includes clerk of the course Gary Thompson and rider liaison officer Richard Quayle. Norton were the only team to have two top-10 finishers in both the Superbike and Senior TT races. The team were represented by the Australian pair of David Johnson and Josh Brookes. Brookes also improved the fastest Mountain Course lap by a Norton rider to 130.883 mph, with Johnson also achieving a 130 mph lap in the Senior event. Team spokesman Stuart Garner said: ""I'm really pleased to win this award but it reflects exactly what we've strived to create at Norton - a team.""","The award is chosen by a race management team, which includes clerk of the course Gary Thompson and rider liaison officer Richard Quayle.",the award is chosen by a race management team which includes clerk of the course gary thompson and rider liaison officer richard quayle,23,True,True,True,"The award is chosen by a race management team, which includes clerk of the course Gary Thompson and rider liaison officer Richard Quayle.",the award is chosen by a race management team which includes clerk of the course gary thompson and rider liaison officer richard quayle,23,True,True,True,0,1.0,3.33,3.0,1.0,3.33,3.0
summary-06,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,6,InstructBabbage,2,0.01,"The 27-year-old joined the Saints in summer 2014 from FC Twente and has since scored 13 goals for them. ""The club showed a lot of effort to keep me,"" he said. ""There were also other possibilities. ""But, we recognised that the best is that I stay in Southampton, and I want to mention they put in a lot of effort for that, and I appreciate that."" Southampton host Watford in their opening game of the Premier League season on Saturday at 15:00 BST.",The 27-year-old joined the Saints in summer 2014 from FC Twente and has since scored 13 goals for them.,the 27yearold joined the saints in summer 2014 from fc twente and has since scored 13 goals for them,19,True,True,True,The 27-year-old joined the Saints in summer 2014 from FC Twente and has since scored 13 goals for them.,the 27yearold joined the saints in summer 2014 from fc twente and has since scored 13 goals for them,19,True,True,True,0,1.0,4.67,4.33,1.0,4.67,4.33
summary-07,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,7,InstructBabbage,2,0.55,"A faultless show jumping round from Astier Nicolas secured first place. Runners-up Germany, bronze medallists Australia, and New Zealand were all in contention going into the final round. Great Britain accrued just four penalties in the show jumping phase of the three-event competition, but finished fifth after struggling in the cross country on Monday. The individual medals will be decided later on Tuesday, with the final round starting at 18:00 BST.",A faultless show jumping round from Astier Nicolas secured first place.,a faultless show jumping round from astier nicolas secured first place,11,True,True,False,"A faultless show jumping round from Astier Nicolas secured first place. Runners-up include Germany, bronze medallists Australia, New Zealand, and Great Britain. ",a faultless show jumping round from astier nicolas secured first place runnersup include germany bronze medallists australia new zealand and great britain,22,True,True,True,11,1.0,3.33,4.33,0.67,4.67,4.0
summary-08,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,8,InstructBabbage,2,1.34,"The visitors withstood heavy pressure in a goalless first half as goalkeeper John Danby was kept busy in Serbia. Vojvodina had 24 shots to the Nomads' one, with 87% possession, and the Welsh side were finally beaten by Aleksandar Palocevic's 86th-minute goal. The second leg takes place at Rhyl's Belle Vue Stadium on Thursday, 21 July. Connah's Quay are Wales' only remaining representatives in the competition after Bala Town and Llandudno bowed out. The Nomads progressed to the second qualifying round after beating Norwegian side Stabaek 1-0 on aggregate.","Serbia's Vojvodina went into the first half with 24 shots to the Nomads' one, with 87% possession.",serbias vojvodina went into the first half with 24 shots to the nomads one with 87 possession,17,True,True,False,"Serbia beat the Welsh side, and the second leg takes place at Rhyl's Belle Vue Stadium on Thursday, 21 July.",serbia beat the welsh side and the second leg takes place at rhyls belle vue stadium on thursday 21 july,20,True,True,True,19,,,,,,
summary-09,219ddc2f81284ea1965c9a4954c324d3,9cf53ac9fa5451a616d830159b722731,9,InstructBabbage,2,0.01,"Versatile back Tait, 31, has played more than 100 games for Tigers, with 19 appearances this season. ""Tigers is a massive club and playing in big games is one of the main reasons you want to be here. I'm very glad to be doing that,"" Tait said. Rizzo, 34, has played seven times for Leicester this season since returning from injury at the end of January. He said: ""It is a privilege for me to play for the Tigers and from the moment I joined Leicester felt like home."" Second-row Harry Wells and versatile forward Harry Thacker, both 23, have also agreed deals but, in keeping with club policy, the length of contracts have not been revealed.","Versatile back Tait, 31, has played more than 100 games for Tigers, with 19 appearances this season.",versatile back tait 31 has played more than 100 games for tigers with 19 appearances this season,17,True,True,True,"Versatile back Tait, 31, has played more than 100 games for Tigers, with 19 appearances this season.",versatile back tait 31 has played more than 100 games for tigers with 19 appearances this season,17,True,True,True,0,1.0,4.67,5.0,1.0,4.67,5.0
summary-00,9f41e41e1167404896c09b91f66c92f9,5491b18afebc855a23b30ebe312f81e8,0,Davinci,1,0.81,"Crowds decked in green, shamrocks and the Irish tricolour packed Trafalgar Square for the annual festivities, including live music, on Sunday. A parade featuring marching bands, pipers, a 17ft high puppet, stilt walkers and dancers made its way from Piccadilly to the square earlier. An official St Patrick's Day event has been held in the capital since 2002. The Mayor of London's office organises the festival to bring the ""best of Irish culture and a packed programme of great entertainment to Trafalgar Square"". There are 220,488 Irish people living in London according to the last census.",Thousands of people have taken part in the annual St Patrick's Day parade in London.,thousands of people have taken part in the annual st patricks day parade in london,15,True,True,True,Thousands of people have taken part in the annual St Patrick's Day parade in London since it began in 2002. ,thousands of people have taken part in the annual st patricks day parade in london since it began in 2002,20,True,True,True,6,,,,,,
summary-01,9f41e41e1167404896c09b91f66c92f9,5491b18afebc855a23b30ebe312f81e8,1,Davinci,1,0.69,"The incident happened on Tuesday at around 5.20pm on the A35 at Burley, in the New Forest. Drivers were later advised to avoid the area. The 71-year-old from Bournemouth has not been named by police. Hampshire Police are now investigating whether he had been attempting to divert drivers around the scene of an earlier incident on the road. The force said that he had been struck by a Mitsubishi Space Star people carrier, and had been pronounced dead at the scene. A police spokesman said the A35 would be closed for a considerable time during the evening to allow a thorough investigation to take place. Drivers were asked to consider other routes.",A man has died after he was hit by a car while trying to divert traffic away from an earlier accident.,a man has died after he was hit by a car while trying to divert traffic away from an earlier accident,21,False,True,True,"A 71-year-old man has died after he was hit by a car on the A35 at Burley in New Forest, possibly while trying to divert traffic away from an earlier accident.",a 71yearold man has died after he was hit by a car on the a35 at burley in new forest possibly while trying to divert traffic away from an earlier accident,31,True,True,True,10,0.0,3.33,4.67,1.0,5.0,5.0
summary-02,9f41e41e1167404896c09b91f66c92f9,5491b18afebc855a23b30ebe312f81e8,2,Davinci,1,2.04,"United Utilities said the burst caused ""significant damage"" washing away earth beneath Rochdale Road, Royton. Greater Manchester Police has closed the road in both directions between the Halfway pub and Thorncliffe Park and advised motorists to avoid the area. United Utilities said engineers are on site repairing the 6in (15cm) pipe and the road. It added eight properties without water due to the incident have been provided with bottled water. Oldham Council said diversions are in place via Shaw Road, Royton, Crompton Way and Rochdale Road, Shaw and Broad Lane, Rochdale.",A burst water main has caused a sinkhole to open up in a Greater Manchester road.,a burst water main has caused a sinkhole to open up in a greater manchester road,16,False,False,False,"A burst water main has caused significant damage beneath Rochdale Road in Royton. It was closed in both directions between Halfway Pub and Thorncliffe Park, with diversions via Shaw Road, Royton, Crompton Way and Rochdale Road in place.  Eight properties were provided bottled water.",a burst water main has caused significant damage beneath rochdale road in royton it was closed in both directions between halfway pub and thorncliffe park with diversions via shaw road royton crompton way and rochdale road in place  eight properties were provided bottled water,44,True,True,True,37,,,,,,
